Track,Submission ID,Submission Title,Authors
Area G (Machine Translation and Multilinguality) [LONG],1948,NORMA: Neighborhood Sensitive Maps for Multilingual Word Embeddings,Ndapa Nakashole
Area G (Machine Translation and Multilinguality) [LONG],1952,Adaptive Multi-pass Decoder for Neural Machine Translation with Reinforcement Learning,"Xinwei Geng, Xiaocheng Feng, Bing Qin and Ting Liu"
Area G (Machine Translation and Multilinguality) [LONG],2139,MTNT: A Testbed for Machine Translation of Noisy Text,Paul Michel and Graham Neubig
Area G (Machine Translation and Multilinguality) [LONG],670,SemRegex: A Semantics-Based Approach for Generating Regular Expressions from Natural Language Specifications,"Zexuan Zhong, Jiaqi Guo, Wei Yang, Jian Peng, Tao Xie, Jian-Guang Lou, Ting Liu and Dongmei Zhang"
Area G (Machine Translation and Multilinguality) [LONG],499,Beyond Error Propagation in Neural Machine Translation: Characteristics of Language Also Matter,"Xu Tan, Lijun Wu, Di He, Fei Tian, Tao QIN, Jianhuang Lai and Tie-Yan Liu"
Area G (Machine Translation and Multilinguality) [LONG],979,A Study of Reinforcement Learning for Neural Machine Translation,"Lijun Wu, Fei Tian, Tao Qin, Jianhuang Lai and Tie-Yan Liu"
Area G (Machine Translation and Multilinguality) [LONG],1056,Meta-Learning for Low-Resource Neural Machine Translation,"Jiatao Gu, Yong Wang, Yun Chen, Victor O. K. Li and Kyunghyun Cho"
Area G (Machine Translation and Multilinguality) [LONG],1195,Phrase-Based & Neural Unsupervised Machine Translation,"Guillaume Lample, Myle Ott, Alexis Conneau, Ludovic Denoyer and Marc'Aurelio Ranzato"
Area G (Machine Translation and Multilinguality) [LONG],2187,A Visual Attention Grounding Neural Model for Multimodal Machine Translation,"Mingyang Zhou, Runxiang Cheng, Yong Jae Lee and Zhou Yu"
Area G (Machine Translation and Multilinguality) [LONG],189,Sentence Compression for Arbitrary Languages via Multilingual Pivoting,"Jonathan Mallinson, Rico Sennrich and Mirella Lapata"
Area G (Machine Translation and Multilinguality) [LONG],768,Unsupervised Cross-lingual Transfer of Word Embedding Spaces,"Ruochen Xu, Yiming Yang, Naoki Otani and Yuexin Wu"
Area G (Machine Translation and Multilinguality) [LONG],1605,XNLI: Cross-lingual Sentence Understanding through Inference,"Alexis Conneau, Ruty Rinott, Guillaume Lample, Adina Williams, Samuel Bowman, Holger Schwenk and Veselin Stoyanov"
Area G (Machine Translation and Multilinguality) [LONG],1880,The Importance of Joint Multilingual Supervision for Cross-lingual Entity Linking,"Shyam Upadhyay, Nitish Gupta and Dan Roth"
Area G (Machine Translation and Multilinguality) [LONG],2249,Fine-grained Coordinated Cross-lingual Text Stream Alignment for Endless Language Knowledge Acquisition,"Tao Ge, Qing Dou, Heng Ji, Lei Cui, Baobao Chang, Zhifang Sui, Furu Wei and Ming Zhou"
Area G (Machine Translation and Multilinguality) [LONG],1129,Why Self-Attention? A Targeted Evaluation of Neural Machine Translation Architectures,"Gongbo Tang, Mathias Müller, Annette Rios Gonzales and Rico Sennrich"
Area G (Machine Translation and Multilinguality) [LONG],1507,Simplifying Neural Machine Translation with Addition-Subtraction Twin-Gated Recurrent Networks,"Biao Zhang, Deyi Xiong, jinsong su, Qian Lin and Huiji Zhang"
Area G (Machine Translation and Multilinguality) [LONG],2304,Revisiting Character-Based Neural Machine Translation with Capacity and Compression,"Colin Cherry, George Foster, Ankur Bapna, Orhan Firat and Wolfgang Macherey"
Area G (Machine Translation and Multilinguality) [LONG],310,A Stable and Effective Learning Strategy for Trainable Greedy Decoding,"Yun Chen, Victor O.K. Li, Kyunghyun Cho and Samuel Bowman"
Area G (Machine Translation and Multilinguality) [LONG],344,Unsupervised Multilingual Word Embeddings,Xilun Chen and Claire Cardie
Area G (Machine Translation and Multilinguality) [LONG],1116,A Discriminative Latent-Variable Model for Bilingual Lexicon Induction,"Sebastian Ruder, Ryan Cotterell, Yova Kementchedjhieva and Anders Søgaard"
Area G (Machine Translation and Multilinguality) [LONG],270,Multi-lingual Common Semantic Space Construction via Cluster-Consistent Word Embedding,"Lifu Huang, Kyunghyun Cho, Boliang Zhang, Heng Ji and Kevin Knight"
Area G (Machine Translation and Multilinguality) [LONG],1527,SwitchOut: an Efficient Data Augmentation Algorithm for Neural Machine Translation,"Xinyi Wang, Hieu Pham, Zihang Dai and Graham Neubig"
Area G (Machine Translation and Multilinguality) [LONG],2269,Improving Unsupervised Word-by-Word Translation with Language Model and Denoising Autoencoder,"Yunsu Kim, Jiahui Geng and Hermann Ney"
Area G (Machine Translation and Multilinguality) [LONG],1220,Decipherment of Substitution Ciphers with Neural Language Models,"Nishant Kambhatla, Anahita Mansouri Bigvand and Anoop Sarkar"
Area G (Machine Translation and Multilinguality) [LONG],2030,Rapid Adaptation of Neural Machine Translation to New Languages,Graham Neubig and Junjie Hu
Area G (Machine Translation and Multilinguality) [LONG],1600,Compact Personalized Models for Neural Machine Translation,"Joern Wuebker, Patrick Simianer and John DeNero"
Area G (Machine Translation and Multilinguality) [LONG],958,A Tree-based Decoder for Neural Machine Translation,"Xinyi Wang, Hieu Pham, Pengcheng Yin and Graham Neubig"
Area G (Machine Translation and Multilinguality) [LONG],1176,Greedy Search with Probabilistic N-gram Matching for Neural Machine Translation,"Chenze Shao, Xilin Chen and Yang Feng"
Area G (Machine Translation and Multilinguality) [LONG],464,Exploring Recombination for Efficient Decoding of Neural Machine Translation,"Zhisong Zhang, Rui Wang, Masao Utiyama, Eiichiro Sumita and Hai Zhao"
Area G (Machine Translation and Multilinguality) [LONG],1267,Has Neural Machine Translation Achieved Human Parity? A Case for Document-level Evaluation,"Samuel Läubli, Rico Sennrich and Martin Volk"
Area G (Machine Translation and Multilinguality) [LONG],1150,Automatic Reference-Based Evaluation of Pronoun Translation Misses the Point,Liane Guillou and Christian Hardmeier
Area G (Machine Translation and Multilinguality) [LONG],446,Unsupervised Bilingual Lexicon Induction via Latent Variable Models,Zi-Yi Dou and Zhi-Hao Zhou
Area G (Machine Translation and Multilinguality) [LONG],1434,Learning Unsupervised Word Translations Without Adversaries,"Tanmoy Mukherjee, Makoto Yamada and Timothy Hospedales"
Area G (Machine Translation and Multilinguality) [LONG],728,Adversarial Training for Multi-task and Multi-lingual Joint Modeling of Utterance Intent Classification,"Ryo Masumura, Yusuke Shinohara, Ryuichiro Higashinaka and Yushi Aono"
Area H (Machine Learning) [LONG],256,Is it Time to Swish? Comparing Deep Learning Activation Functions Across NLP tasks,"Steffen Eger, Paul Youssef and Iryna Gurevych"
Area H (Machine Learning) [LONG],648,Hard Non-Monotonic Attention for Character-Level Transduction,"Shijie Wu, Pamela Shapiro and Ryan Cotterell"
Area H (Machine Learning) [LONG],1026,Modeling Localness for Self-Attention Networks,"Baosong Yang, Zhaopeng Tu, Derek F. Wong, Fandong Meng, Lidia S. Chao and Tong Zhang"
Area H (Machine Learning) [LONG],1562,Training RNNs as Fast as CNNs,"Tao Lei, Yu Zhang, Sida I. Wang, Hui Dai and Yoav Artzi"
Area H (Machine Learning) [LONG],1720,Spherical Latent Spaces for Stable Variational Autoencoders,Jiacheng Xu and Greg Durrett
Area H (Machine Learning) [LONG],1891,Word Mover's Embedding: From Word2Vec to Document Embedding,"Lingfei Wu, Ian En-Hsu Yen, Kun Xu, Fangli Xu, Avinash Balakrishnan, Pin-Yu Chen, Pradeep Ravikumar and Michael J. Witbrock"
Area H (Machine Learning) [LONG],2087,Challenges of Using Text Classifiers for Causal Inference,"Zach Wood-Doughty, Ilya Shpitser and Mark Dredze"
Area H (Machine Learning) [LONG],1479,Pyramidal Recurrent Unit for Language Modeling,"Sachin Mehta, Rik Koncel-Kedziorski, Mohammad Rastegari and Hannaneh Hajishirzi"
Area H (Machine Learning) [LONG],1793,On Tree-Based Neural Sentence Modeling,"Haoyue Shi, Hao Zhou, Jiaze Chen and Lei Li"
Area H (Machine Learning) [LONG],2098,Modeling Online Discourse with Coupled Distributed Topics,"Akshay Srivatsan, Zachary Wojtowicz and Taylor Berg-Kirkpatrick"
Area H (Machine Learning) [LONG],1221,Learning Disentangled Representations of Texts with Application to Biomedical Abstracts,"Sarthak Jain, Edward Banner, Jan-Willem van de Meent, Iain J Marshall and Byron C. Wallace"
Area H (Machine Learning) [LONG],1781,Multi-Source Domain Adaptation with Mixture of Experts,"Jiang Guo, Darsh Shah and Regina Barzilay"
Area H (Machine Learning) [LONG],1107,Multi-Domain Neural Machine Translation with Word-Level Domain Context Discrimination,"Jiali Zeng, Jinsong Su, Huating Wen, Yang Liu, Jun Xie, Yongjing Yin and Jianqiang Zhao"
Area H (Machine Learning) [LONG],2056,Improving the Transformer Translation Model with Document-Level Context,"Jiacheng Zhang, Huanbo Luan, Maosong Sun, Feifei Zhai, Jingfang Xu, Min Zhang and Yang Liu"
Area H (Machine Learning) [LONG],1398,Cross-lingual Decompositional Semantic Parsing,"Sheng Zhang, Xutai Ma, Rachel Rudinger, Kevin Duh and Benjamin Van Durme"
Area H (Machine Learning) [LONG],1234,One-Shot Relational Learning for Knowledge Graphs,"Wenhan Xiong, Mo Yu, Shiyu Chang, Xiaoxiao Guo and William Yang Wang"
Area H (Machine Learning) [LONG],2177,QuAC: Question Answering in Context,"Eunsol Choi, He He, Mohit Iyyer, Mark Yatskar, Wen-tau Yih, Yejin Choi, Percy Liang and Luke Zettlemoyer"
Area H (Machine Learning) [LONG],1174,A Challenge Set and Methods for Noun-Verb Ambiguity,"Ali Elkahky, Kellie Webster, Daniel Andor and Emily Pitler"
Area H (Machine Learning) [LONG],704,Hierarchical Dirichlet Gaussian Marked Hawkes Process for Narrative Reconstruction in Continuous Time Domain,"Yeon Seonwoo, Alice Oh and Sungjoon Park"
Area H (Machine Learning) [LONG],227,Incorporating Background Knowledge into Video Description Generation,"Spencer Whitehead, Heng Ji, Mohit Bansal, Shih-Fu Chang and Clare Voss"
Area H (Machine Learning) [LONG],486,Capturing Regional Variation with Distributed Place Representations and Geographic Retrofitting,Dirk Hovy and Christoph Purschke
Area H (Machine Learning) [LONG],1494,Collecting Diverse Natural Language Inference Problems for Sentence Representation Evaluation,"Adam Poliak, Aparajita Haldar, Rachel Rudinger, J. Edward Hu, Ellie Pavlick, Aaron Steven White and Benjamin Van Durme"
Area H (Machine Learning) [LONG],1612,Subgoal Discovery for Hierarchical Dialogue Policy Learning,"Da Tang, Xiujun Li, Jianfeng Gao, Chong Wang, Lihong Li and Tony Jebara"
Area H (Machine Learning) [LONG],576,Modeling Game-Based Video-Context Dialogue,Ramakanth Pasunuru and Mohit Bansal
Area H (Machine Learning) [LONG],282,Learning a Policy for Opportunistic Active Learning,"Aishwarya Padmakumar, Peter Stone and Raymond Mooney"
Area H (Machine Learning) [LONG],1021,Exploiting Deep Representations for Neural Machine Translation,"Zi-Yi Dou, Zhaopeng Tu, Xing Wang, Shuming Shi and Tong Zhang"
Area H (Machine Learning) [LONG],2064,Cube Pruning for Neural Machine Translation,"Wen Zhang, Lei Shen, Yang Feng, Liang Huang and Qun Liu"
Area H (Machine Learning) [LONG],953,Deterministic Non-Autoregressive Neural Sequence Modeling by Iterative Refinement,"Jason Lee, Elman Mansimov and Kyunghyun Cho"
Area H (Machine Learning) [LONG],1229,Large Margin Neural Language Model,"Jiaji Huang, Yi Li, Wei Ping and Liang Huang"
Area H (Machine Learning) [LONG],2001,Rational Recurrences,"Hao Peng, Roy Schwartz, Sam Thomson and Noah A. Smith"
Area H (Machine Learning) [LONG],2117,Efficient Contextualized Representation: Language Model Pruning for Sequence Labeling,"Liyuan Liu, Xiang Ren, Jingbo Shang, Xiaotao Gu, Jian Peng and Jiawei Han"
Area H (Machine Learning) [LONG],1358,Noise Contrastive Estimation for Conditional Models: Consistency and Statistical Efficiency,Zhuang Ma and Michael Collins
Area H (Machine Learning) [LONG],1666,CaLcs: Continuously Approximating Longest Common Subsequence for Sequence Level Optimization,"Semih Yavuz, Chung-Cheng Chiu, Patrick Nguyen and Yonghui Wu"
Area H (Machine Learning) [LONG],2051,Pathologies of Neural Models Make Interpretation Difficult,"Shi Feng, Eric Wallace, Alvin Grissom II, Mohit Iyyer, Pedro Rodriguez and Jordan Boyd-Graber"
Area H (Machine Learning) [LONG],1406,Gromov-Wasserstein Alignment of Word Embedding Spaces,David Alvarez-Melis and Tommi Jaakkola
Area H (Machine Learning) [LONG],1621,Deriving Machine Attention from Human Rationales,"Yujia Bao, Shiyu Chang, Mo Yu and Regina Barzilay"
Area H (Machine Learning) [LONG],1741,Semi-Supervised Sequence Modeling with Cross-View Training,"Kevin Clark, Minh-Thang Luong, Christopher D. Manning and Quoc Le"
Area H (Machine Learning) [LONG],2087,Challenges of Using Text Classifiers for Causal Inference,"Zach Wood-Doughty, Ilya Shpitser and Mark Dredze"
Area H (Machine Learning) [LONG],430,Structured Multi-Label Biomedical Text Tagging via Attentive Neural Tree Decoding,"Gaurav Singh, James Thomas, Iain Marshall, John Shawe-Taylor and Byron C. Wallace"
Area H (Machine Learning) [LONG],1518,Natural Language Processing Not-At-All from Scratch: Evaluating The Utility of Hand-crafted Features in Deep Learning,"Minghao Wu, Fei Liu and Trevor Cohn"
Area H (Machine Learning) [LONG],1297,Why is unsupervised alignment of English embeddings from different algorithms so hard?,"Mareike Hartmann, Yova Kementchedjhieva and Anders Søgaard"
Area H (Machine Learning) [LONG],1708,Neural Davidsonian Semantic Proto-role Labeling,"Rachel Rudinger, Adam Teichert, Ryan Culkin, Sheng Zhang and Benjamin Van Durme"
Area H (Machine Learning) [LONG],1462,Surprisingly Easy Hard-Attention for Sequence to Sequence Learning,"Shiv Shankar, Siddhant Garg and Sunita Sarawagi"
Area H (Machine Learning) [LONG],695,Dual Fixed-Size Ordinally Forgetting Encoding (FOFE) for Competitive Neural Language Models,"Sedtawut Watcharawittayakul, Mingbin Xu and Hui Jiang"
Area H (Machine Learning) [LONG],204,The importance of Being Recurrent for Modeling Hierarchical Structure,"Ke Tran, Arianna Bisazza and Christof Monz"
Area H (Machine Learning) [LONG],1198,Towards Dynamic Computation Graphs via Sparse Latent Structure,"Vlad Niculae, André F. T. Martins and Claire Cardie"
Area H (Machine Learning) [LONG],1111,Convolutional Neural Networks with Recurrent Neural Filters,Yi Yang
Area H or D,1379-TACL,Language Modeling for Morphologically Rich Languages: Character-Aware Modeling for Word-Level Prediction,"Daniela Gerz, Ivan Vulić, Edoardo Maria Ponti, Jason Naradowsky, Roi Reichart, Anna Korhonen"
Area H or D,1396-TACL,LOW-RANK RNN ADAPTATION FOR CONTEXT-AWARE LANGUAGE MODELING,Aaron Jaech and Mari Ostendorf
